item,shop,current_stock,intransit,avg_off_take_day,lt,price,Gear,bf,Units Sold Week 8,Units Sold Week 7,Units Sold Week 6,Units Sold Week 5,Units Sold Week 4,Units Sold Week 3,Units Sold Week 2,Units Sold Week 1
SP-GYM-61,Pune,23,0,4.3,14,"₹1,899",Gym Gloves,,29,27,25,23,25,30,32,30
SP-GYM-61,Ahmedabad,20,0,3.4,14,"₹1,899",Gym Gloves,,20,22,19,22,23,29,20,24
SP-GYM-61,Jaipur,53,0,4.8,14,N/A,Gym Gloves,,36,27,35,30,40,40,39,38
SP-GYM-61,Lucknow,93,37,2.2,14,"₹1,899",Gym Gloves,2.2,17,17,17,18,14,18,15,13
SP-GYM-61,Surat,13,0,1.9,14,1899,Gym Gloves,,11,14,15,14,16,14,10,12
SP-GYM-61,Indore,209,33,5.6,14,1899,Gym Gloves,2.2,38,48,32,44,40,37,46,45
SP-GYM-61,Indore,209,33,5.6,14,1899,Gym Gloves,2.2,38,48,32,44,40,37,46,45
SP-GYM-61,Nagpur,20,0,6.0,10,"₹1,899",Gym Gloves,,41,41,34,50,37,42,39,48
SP-GYM-61,Kochi,27,0,2.1,7,1899,Gym Gloves,,18,18,13,13,17,15,15,15
SP-GYM-61,Chandigarh,21,0,3.4,10,"Rs. 1,899",Gym Gloves,,4,52,9,4,52,4,4,9
SP-GYM-61,Bhopal,0,0,3.4,7,1899,Gym Gloves,2.2,24,22,24,26,28,25,21,27
SP-GYM-61,Patna,31,0,2.2,14,"₹1,899",Gym Gloves,,13,17,18,19,13,18,19,13
SP-GYM-61,Vadodara,34,0,2.1,7,1899,Gym Gloves,,15,17,12,14,18,17,14,13
SP-GYM-61,Ludhiana,77,0,5.1,7,1899,Gym Gloves,,31,42,39,29,33,30,32,42
SP-GYM-61,Agra, 4 ,14,1.8,10,1899,Gym Gloves,,12,13,15,16,10,11,12,15
SP-GYM-62,Mumbai,25,0,2.9,7,999,Gym Gloves,,24,18,16,23,19,21,21,18
SP-GYM-62,Delhi,175,25,6.0,10,999,Gym Gloves,2.0,39,35,38,41,41,43,44,46
SP-GYM-62,Bengaluru,11,0,2.6,7,999,Gym Gloves,,18,18,19,17,22,22,16,20
SP-GYM-62,Hyderabad,69,0,2.8,10 days,₹999,Gym Gloves,2.2,21,20,20,18,17,21,17,21
SP-GYM-62,Chennai,57,0,4.3,10,999,Gym Gloves,,27,27,28,34,23,28,26,33
SP-GYM-62,Kolkata,92,0,5.2,7,999,Gym Gloves,,33,44,36,33,39,34,45,44
SP-GYM-62,Pune,249,0,5.5,14,999,Gym Gloves,2.2,42,43,38,38,38,43,47,45
SP-GYM-62,Ahmedabad,67,0,2.7,14,999,Gym Gloves,,16,16,24,21,19,19,16,19
SP-GYM-62,Jaipur,27,0,0.9,14,999.00,Gym Gloves,,6,6,7,7,6,6,5,7
SP-GYM-62,Lucknow,17,8,1.2,10,₹999,Gym Gloves,2.2,8,10,8,7,9,9,8,7
SP-GYM-62,Surat,76,20,3.5,10,Rs. 999,Gym Gloves,2.0,28,23,22,23,24,24,25,22
SP-GYM-62,Indore,173,0,3.9,14,999.00,Gym Gloves,,49,5,49,49,5,5,60,49
SP-GYM-62,Nagpur,8,0,1.0,14,₹999,Gym Gloves,2.0,7,7,6,7,8,7,8,6
SP-GYM-62,Kochi,35,19,3.5,10,Rs. 999,Gym Gloves,2.2,24,23,24,27,24,19,21,27
SP-GYM-62,Chandigarh, 60 ,0,1.9,14,999,Gym Gloves,,14,16,16,12,14,14,16,15
SP-GYM-62,Bhopal,30,0,4.2,14,Rs. 999,Gym Gloves,2.0,32,26,31,26,24,26,26,26
SP-GYM-62,Patna,2,0,0.5,14,₹999,Gym Gloves,,4,3,3,3,4,3,4,3
SP-GYM-62,Vadodara,76,0,2.3,14,999,Gym Gloves,,19,16,18,20,15,18,16,18
SP-GYM-62,Ludhiana,122,0,3.2,14,Rs. 999,Gym Gloves,,27,27,17,20,21,27,18,25
SP-GYM-62,Agra,31,0,5.2,7,₹999,Gym Gloves,2.0,44,41,37,30,41,43,31,35
SP-GYM-63,Mumbai,30,0,1.4,7,"₹1,899",Gym Gloves,2.2,9,11,9,10,11,11,8,10
SP-GYM-63,Delhi,90,-4,4.5,10,1899,Gym Gloves,,33,38,30,32,38,33,35,25
SP-GYM-63,Bengaluru,125,0,4.0,10,"₹1,899",Gym Gloves,2.0,33,32,29,21,22,33,21,33
SP-GYM-63,Hyderabad,26,0,4.4,10,"₹1,899",Gym Gloves,,26,37,25,27,35,27,23,29
SP-GYM-63,Chennai,0.5,36,3.9,7,"Rs. 1,899",Gym Gloves,,31,32,25,26,27,21,31,30
SP-GYM-63,Kolkata,65,0,1.9,14,1899,Gym Gloves,,15,11,12,16,16,15,14,13
SP-GYM-63,Pune,45,0,5.6,7,"₹1,899",Gym Gloves,2.0,32,38,30,40,40,46,41,46
SP-GYM-63,Ahmedabad,59,0,5.2,14,"Rs. 1,899",Gym Gloves,2.0,39,42,42,45,29,40,45,34
SP-GYM-63,Jaipur,16,0,0.8,10,"Rs. 1,899",Gym Gloves,2.0,1,2,10,12,12,12,10,12
SP-GYM-63,Lucknow,67,23,3.4,7,"₹1,899",Gym Gloves,2.0,27,23,19,28,20,30,19,20
SP-GYM-63,Surat, 161 ,68,5.6,14,"₹1,899",Gym Gloves,,41,38,44,40,35,33,43,48
SP-GYM-63,Indore,101,0,4.4,7,1899,Gym Gloves,,33,30,30,36,28,30,35,28
SP-GYM-63,Nagpur,23,0,2.2,7,"₹1,899",Gym Gloves,,19,15,13,19,12,12,13,14
SP-GYM-63,Kochi,24,0,1.3,14,"₹1,899",Gym Gloves,,8,7,10,11,10,10,10,11
SP-GYM-63,Chandigarh,18,0,5.0,7,"Rs. 1,899",Gym Gloves,2.0,34,39,42,40,31,40,38,43
SP-GYM-63,Bhopal,75,0,3.9,7,"Rs. 1,899",Gym Gloves,2.2,34,28,25,21,25,24,23,25
SP-GYM-63,Patna,33,0,5.3,7,1899,Gym Gloves,2.2,35,31,44,29,32,37,46,40
SP-GYM-63,Vadodara,52,0,3.3,10,"₹1,899",Gym Gloves,,19,29,28,26,21,24,25,27
SP-GYM-63,Ludhiana,35,0,2.4,14,1899,Gym Gloves,2.0,13,15,20,18,18,15,21,16
SP-GYM-63,Agra,35,0,4.3,7,1899,Gym Gloves,2.2,37,28,24,25,29,34,32,37
SP-GYM-64,Mumbai,15,0,1.1,14,₹999,Gym Gloves,,9,8,6,9,8,9,8,9
,Delhi,114,0,5.3,7,999,Gym Gloves,,35,34,44,41,41,40,32,43
SP-GYM-64,Bengaluru,70,0,2.3,14,999,Gym Gloves,,14,17,17,19,12,17,16,13
SP-GYM-64,Hyderabad,20,0,2.8,10,Rs. 999,Gym Gloves,2.2,15,19,18,17,20,17,17,23
SP-GYM-64,Chennai,60,0,2.4,10,999,Gym Gloves,,16,17,17,20,18,14,17,21
SP-GYM-64,Kolkata,18,0,4.6,10,₹999,Gym Gloves,,6,57,57,57,12,70,57,12
SP-GYM-64,Pune,133,41,5.3,14,999,Gym Gloves,2.2,35,33,39,43,44,40,34,45
SP-GYM-64,Ahmedabad,8,0,1.0,14,N/A,Gym Gloves,,8,6,6,6,8,7,6,7
SP-GYM-64,Jaipur,75,13,3.3,10,Rs. 999,Gym Gloves,,18,28,20,29,24,23,18,21
SP-GYM-64,Lucknow,51,13,2.6,10,999,Gym Gloves,2.2,17,16,21,16,18,17,19,14
SP-GYM-64,Surat,2,0,0.7,10,999,Gym Gloves,2.2,4,4,4,5,6,4,4,5
SP-GYM-64,Indore,64,18,3.2,10,999,Gym Gloves,,19,25,26,19,26,26,24,23
SP-GYM-64,Nagpur,53,0,5.1,7,999.00,Gym Gloves,2.2,29,44,42,38,39,39,28,43
SP-GYM-64,Kochi,137,46,3.3,14,999,Gym Gloves,2.2,20,22,27,22,29,22,22,25
SP-GYM-64,Chandigarh,2,0,0.4,14,₹999,Gym Gloves,,2,3,3,3,2,2,3,3
SP-GYM-64,Bhopal,20,0,2.3,7,999.00,Gym Gloves,,17,14,14,17,20,16,17,13
SP-GYM-64,Patna,67,26,2.0,,₹999,Gym Gloves,,17,13,11,13,15,11,12,11
SP-GYM-64,Vadodara,56,0,1.7,14,Rs. 999,Gym Gloves,,14,14,14,14,13,13,12,11
SP-GYM-64,Ludhiana,4,0,0.6,10,₹999,Gym Gloves,,4,4,4,3,4,4,5,4
SP-GYM-64,Agra,146,0,4.5,10,999,Gym Gloves,,36,37,34,35,29,27,30,25
SP-GYM-65,Mumbai,23,0,1.7,14,999,Gym Gloves,2.0,12,12,11,11,15,11,12,13
SP-GYM-65,Delhi,112,0,3.2,14,₹999,Gym Gloves,,24,25,26,27,26,21,25,22
SP-GYM-65,Bengaluru,0,0,1.9,10,999,Gym Gloves,2.2,29,23,5,2,2,2,29,2
SP-GYM-65,Hyderabad,83,0,4.5,10,999,Gym Gloves,,29,36,28,37,28,27,32,26
SP-GYM-65,Chennai,10,0,0.5,10,₹999,Gym Gloves,,4,4,3,3,3,3,3,4
SP-GYM-65,Kolkata,13,0,,10,₹999,Gym Gloves,,22,20,25,19,20,16,22,24
SP-GYM-65,Pune,45,0,5.6,7,999,Gym Gloves,2.2,46,36,48,48,45,38,40,36
SP-GYM-65,Ahmedabad,105,0,3.4,14,₹999,Gym Gloves,2.0,30,18,23,21,30,29,29,28
SP-GYM-65,Jaipur,39,0,1.5,14,999,Gym Gloves,2.0,9,10,9,9,8,12,11,13
SP-GYM-65,Lucknow,(2),0,4.0,7,999.00,Gym Gloves,2.2,29,21,32,32,26,21,35,29
SP-GYM-65,Surat,198,0,4.3,14,₹999,Gym Gloves,2.0,30,34,31,24,23,32,25,26
SP-GYM-65,Indore,9,0,5.3,14,999,Gym Gloves,,43,44,33,37,43,42,44,33
SP-GYM-65,Nagpur, 13 ,0,3.2,7,999.00,Gym Gloves,,20,25,26,18,27,22,21,25
SP-GYM-65,Kochi, 73 ,0,3.3,7,₹999,Gym Gloves,,18,27,26,19,20,27,29,23
SP-GYM-65,Chandigarh,42,0,3.3,7,₹999,Gym Gloves,,27,25,25,21,27,27,23,27
SP-GYM-65,Bhopal,12,45,4.7,7,999,Gym Gloves,,35,37,30,27,31,27,36,39
SP-GYM-65,Patna,28,0,3.7,7,999,Gym Gloves,,32,23,23,27,23,31,24,22
SP-GYM-65,Vadodara,266.5,0,5.8,14,999,Gym Gloves,,34,44,48,35,33,43,45,48
SP-GYM-65,Ludhiana,2,0,1.3,14,999.00,Gym Gloves,2.2,8,9,10,8,11,8,11,9
SP-GYM-65,Agra,38,0,4.7,7,Rs. 999,Gym Gloves,,13,13,59,72,13,72,59,13
SP-GYM-66,Mumbai,61,0,2.1,10,Rs. 599,Gym Gloves,,18,13,12,18,16,16,17,11
SP-GYM-66,Delhi,83,0,5.8,10,599,Gym Gloves,2.0,43,31,42,32,43,32,46,34
SP-GYM-66,Bengaluru,35,0,1.9,7 days,599,Gym Gloves,,12,13,14,14,16,12,11,16
SP-GYM-66,Hyderabad,152,0,3.5,14,599,Gym Gloves,,26,28,22,26,29,24,28,26
SP-GYM-66,Chennai,19,0,0.9,14,599,Gym Gloves,2.0,6,7,7,5,5,7,7,5
SP-GYM-66,Kolkata, 61 ,0,4.2,7,₹599,Gym Gloves,,36,30,33,23,33,33,25,30
SP-GYM-66,Pune,5,0,3.8,7,599,Gym Gloves,2.0,26,24,32,25,31,22,27,23
SP-GYM-66,Ahmedabad,11,40,5.7,7,Rs. 599,Gym Gloves,,49,45,31,31,40,46,44,40
SP-GYM-66,Jaipur,102,0,3.4,10,599,Gym Gloves,2.0,18,22,22,21,22,25,21,27
SP-GYM-66,Jaipur,102,0,3.4,10,599,Gym Gloves,2.0,18,22,22,21,22,25,21,27
SP-GYM-66,Lucknow,195,0,4.9,14,599,Gym Gloves,,30,37,35,32,30,30,42,32
SP-GYM-66,Surat,21,0,3.0,14,599,Gym Gloves,,25,24,23,21,22,18,21,18
SP-GYM-66,Indore,137,0,4.0,14,Rs. 599,Gym Gloves,2.0,27,32,30,23,28,28,26,23
SP-GYM-66,Nagpur,106,-5,5.7,7,599,Gym Gloves,2.2,34,38,38,45,30,49,44,35
SP-GYM-66,Kochi, 19 ,6,0.5,14,599,Gym Gloves,2.0,3,4,4,4,3,3,4,3
SP-GYM-66,Chandigarh,21,15,2.0,7,₹599,Gym Gloves,2.0,11,16,14,14,14,16,12,12
SP-GYM-66,Bhopal,57,0,2.8,7,599,Gym Gloves,,18,15,21,20,20,20,24,19
SP-GYM-66,Patna,49,0,2.7,14,Rs. 599,Gym Gloves,,7,34,41,7,3,34,34,41
SP-GYM-66,Vadodara,23,0,4.9,10,Rs. 599,Gym Gloves,2.2,34,36,38,31,33,37,30,35
SP-GYM-66,Ludhiana,73,0,3.3,7,₹599,Gym Gloves,,28,22,19,27,21,19,24,25
SP-GYM-66,Agra,75,0,5.1,7,599.00,Gym Gloves,,30,41,32,36,27,34,39,32
SP-GYM-67,Mumbai,149,0,6.0,14,599,Gym Gloves,2.2,43,40,36,35,43,35,52,35
SP-GYM-67,Delhi,161,0,3.4,14,599,Gym Gloves,2.2,28,29,18,26,23,24,19,24
SP-GYM-67,Bengaluru,76,0,3.1,10,599,Gym Gloves,2.2,26,23,26,18,20,22,17,22
SP-GYM-67,Hyderabad, 41 ,0,2.6,14,₹599,Gym Gloves,2.0,22,21,14,18,14,23,20,16
SP-GYM-67,Chennai,15,0,4.5,7,599,Gym Gloves,2.0,32,37,37,32,37,32,35,34
SP-GYM-67,Kolkata,15,25,3.5,10,599,Gym Gloves,,30,23,25,30,21,28,24,30
SP-GYM-67,Pune,99,64,3.6,14,N/A,Gym Gloves,,29,22,22,31,28,29,22,30
SP-GYM-67,Ahmedabad,46,67,3.6,14,599,Gym Gloves,2.2,21,30,24,19,21,22,27,30
SP-GYM-67,Jaipur, 22 ,0,1.1,14,599,Gym Gloves,2.0,6,7,7,6,6,8,7,8
SP-GYM-67,Lucknow,107,0,2.3,14,599,Gym Gloves,2.2,14,12,13,18,15,14,15,18
SP-GYM-67,Surat,107,0,5.4,14,₹599,Gym Gloves,,29,45,31,43,42,43,29,47
SP-GYM-67,Indore,7,0,1.8,7,599,Gym Gloves,2.2,14,11,12,12,11,13,10,13
SP-GYM-67,Nagpur, 45 ,25,3.0,10,₹599,Gym Gloves,,20,24,21,20,25,16,20,18
SP-GYM-67,Kochi,97,0,5.0,7,599,Gym Gloves,2.2,77,77,63,63,7,77,14,7
SP-GYM-67,Chandigarh,37,0,2.0,14,599,Gym Gloves,2.2,12,12,11,14,13,13,15,14
SP-GYM-67,Bhopal,66,0,3.9,14,Rs. 599,Gym Gloves,,32,21,22,21,28,26,22,21
SP-GYM-67,Patna,0,39,4.7,7,599,Gym Gloves,,37,38,39,32,28,27,29,28
SP-GYM-67,Vadodara,67,23,1.8,14,599,Gym Gloves,,11,14,10,15,13,15,10,12
SP-GYM-67,Ludhiana,60,0,1.3,14,599,Gym Gloves,,9,9,8,9,8,9,7,11
SP-GYM-67,Agra,50,0,5.6,10,599,Gym Gloves,2.2,43,49,40,47,48,48,43,37
SP-GYM-68,Mumbai,16,0,4.0,10,299,Gym Gloves,2.0,34,24,33,30,33,28,23,28
SP-GYM-68,Delhi,204,0,5.7,14,Rs. 299,Gym Gloves,,36,43,45,45,35,38,50,35
SP-GYM-68,Bengaluru,21,0,5.3,10,299,Gym Gloves,,40,39,39,31,40,32,41,29
SP-GYM-68,Hyderabad,203,0,4.9,14,299,Gym Gloves,,34,34,41,26,42,35,39,38
SP-GYM-68,Chennai,1,0,0.6,10,₹299,Gym Gloves,,3,4,4,4,4,4,3,4
SP-GYM-68,Kolkata,10,0,0.6,10,299,Gym Gloves,2.0,5,4,5,5,5,5,4,4
SP-GYM-68,Pune,8,0,0.7,7,299,Gym Gloves,,4,5,5,6,5,6,4,6
SP-GYM-68,Ahmedabad,86,51,5.3,7,299,Gym Gloves,2.2,30,31,31,46,35,37,37,46
SP-GYM-68,Jaipur,122,0,4.7,10,299,Gym Gloves,,28,29,30,30,38,34,41,33
SP-GYM-68,Lucknow,15,0,1.6,,299,Gym Gloves,,13,11,9,10,11,11,9,14
SP-GYM-68,Surat,91.5,0,3.3,10,₹299,Gym Gloves,,41,50,41,9,50,9,41,50
SP-GYM-68,Indore,32,0,1.2,10,299,Gym Gloves,,8,10,7,8,9,7,9,8
SP-GYM-68,Nagpur,60,0,5.8,7,299,Gym Gloves,,41,39,43,49,47,35,31,39
SP-GYM-68,Kochi,74,28,4.8,7,₹299,Gym Gloves,2.2,40,34,30,32,39,40,36,27
SP-GYM-68,Chandigarh, 3 ,0,4.7,7,299,Gym Gloves,,34,32,26,41,28,39,35,29
SP-GYM-68,Bhopal,121,0,4.7,14,299,Gym Gloves,,26,30,29,25,39,34,36,26
SP-GYM-68,Patna,18,6,1.3,7,299,Gym Gloves,2.2,7,8,11,10,10,9,11,7
SP-GYM-68,Vadodara,56,0,3.0,10,₹299,Gym Gloves,,22,23,17,24,22,16,26,17
SP-GYM-68,Ludhiana,11,0,0.5,7,299,Gym Gloves,,3,4,3,3,4,3,3,4
SP-GYM-68,Agra,76,0,2.0,14,299.00,Gym Gloves,,11,14,16,11,15,11,13,12
SP-GYM-69,Mumbai,3,0,1.5,7,999,Gym Gloves,,10,8,11,10,10,12,11,10
SP-GYM-69,Delhi,56, 22 ,3.4,14,999,Gym Gloves,,20,26,19,27,23,26,26,21
,Bengaluru,78,0,5.4,14,₹999,Gym Gloves,,29,41,34,34,37,29,35,36
SP-GYM-69,Hyderabad,50,0,4.1,7,₹999,Gym Gloves,2.2,29,32,31,32,33,28,26,23
SP-GYM-69,Chennai,14,0,0.9,10,999,Gym Gloves,2.0,5,7,6,6,7,7,6,7
SP-GYM-69,Kolkata,75,0,3.5,10,₹999,Gym Gloves,2.0,22,24,26,25,25,27,28,25
SP-GYM-69,Pune,36,0,3.0,14,999.00,Gym Gloves,2.2,16,25,21,19,22,18,17,26
SP-GYM-69,Ahmedabad,8,0,4.8,10,999,Gym Gloves,,60,60,60,60,13,60,60,60
SP-GYM-69,Jaipur,74,44,,14,999,Gym Gloves,,25,25,22,26,26,22,17,19
SP-GYM-69,Lucknow,29,0,3.5,10,₹999,Gym Gloves,,21,26,25,20,26,21,28,26
SP-GYM-69,Surat,20,83,5.0,14,₹999,Gym Gloves,2.2,38,40,27,35,31,40,36,32
SP-GYM-69,Indore,186,38,5.9,10,₹999,Gym Gloves,2.0,41,39,32,45,34,33,43,33
SP-GYM-69,Nagpur,47,8,1.0,14,999,Gym Gloves,,8,8,6,8,7,8,6,7
SP-GYM-69,Kochi,7,0,2.7,10,999.00,Gym Gloves,2.0,19,16,17,23,16,23,16,18
SP-GYM-69,Chandigarh,2,0,0.9,7,₹999,Gym Gloves,,5,5,7,5,8,8,6,7
SP-GYM-69,Bhopal, 44 ,0,4.1,7,999,Gym Gloves,,23,28,25,22,32,31,33,25
SP-GYM-69,Patna,92,31,4.3,7,999,Gym Gloves,,26,35,27,30,25,30,25,37
SP-GYM-69,Vadodara,13,0,2.8,14,₹999,Gym Gloves,,17,18,23,21,18,22,20,18
SP-GYM-69,Ludhiana,-2,26,5.3,7,999,Gym Gloves,,44,31,30,32,40,29,46,37
SP-GYM-69,Agra,59,0,3.7,14,Rs. 999,Gym Gloves,,22,30,21,21,29,30,28,27
SP-GYM-70,Mumbai,86,0,3.0,14,₹999,Gym Gloves,2.2,18,17,19,16,17,24,22,19
SP-GYM-70,Delhi, 14 ,0,4.0,14 days,₹999,Gym Gloves,2.2,32,23,31,26,27,23,32,27
SP-GYM-70,Bengaluru,45,0,3.3,7,Rs. 999,Gym Gloves,,25,23,28,29,21,21,28,25
SP-GYM-70,Hyderabad,60,-9,2.6,7,Rs. 999,Gym Gloves,,18,21,15,20,22,14,17,14
SP-GYM-70,Chennai,3,5,1.5,7,Rs. 999,Gym Gloves,,23,4,18,23,18,4,18,4
SP-GYM-70,Kolkata,31,0,2.0,14,N/A,Gym Gloves,,13,16,14,13,12,16,12,16
SP-GYM-70,Pune,70,0,5.1,10,₹999,Gym Gloves,,28,34,43,35,27,42,45,40
SP-GYM-70,Ahmedabad,97,0,4.2,7,999,Gym Gloves,,27,32,30,27,24,32,23,34
SP-GYM-70,Jaipur,52,0,5.5,7,999,Gym Gloves,,34,43,47,29,32,47,32,42
SP-GYM-70,Lucknow,108,0,3.9,14,₹999,Gym Gloves,,24,33,22,29,27,34,30,28
SP-GYM-70,Surat,29,0,0.7,14,₹999,Gym Gloves,2.2,5,6,5,4,5,6,5,6
SP-GYM-70,Indore,6,0,3.0,14,999,Gym Gloves,,22,16,24,24,25,23,22,17
SP-GYM-70,Nagpur,27,0,1.8,10,₹999,Gym Gloves,2.0,10,15,14,13,14,15,13,12
SP-GYM-70,Kochi,140,46,4.4,10,Rs. 999,Gym Gloves,,25,24,31,30,35,27,24,27
SP-GYM-70,Chandigarh,190,0,4.9,14,₹999,Gym Gloves,,34,43,41,43,31,35,32,29
SP-GYM-70,Bhopal,16,0,1.5,10,999,Gym Gloves,2.2,12,11,11,12,10,10,13,12
SP-GYM-70,Patna,134,33,3.0,14,999,Gym Gloves,2.2,21,25,16,25,22,19,21,20
SP-GYM-70,Vadodara,52,0,3.1,14,Rs. 999,Gym Gloves,,17,24,20,21,26,17,23,16
SP-GYM-70,Ludhiana,93,0,5.1,10,999,Gym Gloves,2.0,38,34,29,28,29,34,37,42
SP-GYM-70,Agra,102,0,3.3,10,999,Gym Gloves,2.0,22,28,24,17,26,19,25,27
SP-SHAK-71,Mumbai,14,0,1.0,14,299,Shaker 700ml,,6,7,8,8,7,6,6,5
SP-SHAK-71,Delhi, 22 , 21 ,2.1,10,299,Shaker 700ml,,32,5,2,2,2,5,2,5
SP-SHAK-71,Bengaluru,34,0,1.9,7,₹299,Shaker 700ml,,14,11,11,12,15,16,16,15
SP-SHAK-71,Hyderabad,102.5,0,4.1,10,₹299,Shaker 700ml,2.0,28,23,32,33,26,27,32,29
SP-SHAK-71,Chennai, 133 ,0,5.7,7,₹299,Shaker 700ml,,37,49,41,48,44,39,47,49
SP-SHAK-71,Kolkata,12,23,2.7,7,₹299,Shaker 700ml,,17,20,16,15,16,22,20,16
SP-SHAK-71,Kolkata,12,23,2.7,7,₹299,Shaker 700ml,,17,20,16,15,16,22,20,16
SP-SHAK-71,Pune,133,0,3.8,14,₹299,Shaker 700ml,2.0,24,32,22,25,31,21,32,25
SP-SHAK-71,Ahmedabad,5,0,1.5,7,299,Shaker 700ml,2.0,13,9,11,11,11,12,11,12
SP-SHAK-71,Jaipur,17,0,2.5,10,₹299,Shaker 700ml,,21,15,21,14,19,19,14,22
SP-SHAK-71,Lucknow,24,25,3.6,7,₹299,Shaker 700ml,2.2,19,25,26,30,25,31,28,31
SP-SHAK-71,Surat,1,0,2.0,10,299,Shaker 700ml,,15,17,15,17,12,14,11,14
SP-SHAK-71,Indore,79,0,4.8,7,299,Shaker 700ml,,30,41,26,36,34,35,32,33
SP-SHAK-71,Nagpur,34,9,2.0,10,Rs. 299,Shaker 700ml,2.2,14,14,17,12,14,12,12,14
SP-SHAK-71,Kochi,4,0,3.3,14,₹299,Shaker 700ml,2.0,25,29,18,27,23,23,26,27
SP-SHAK-71,Chandigarh, 27 ,7,1.1,14,299,Shaker 700ml,2.2,8,8,7,7,6,8,6,7
SP-SHAK-71,Bhopal,79,0,2.1,14,Rs. 299,Shaker 700ml,,13,18,18,13,15,18,12,12
SP-SHAK-71,Patna,77,26,2.8,10,Rs. 299,Shaker 700ml,2.2,15,24,20,20,18,15,17,17
SP-SHAK-71,Vadodara,168,0,4.8,14,299,Shaker 700ml,2.2,27,34,33,29,28,39,40,37
SP-SHAK-71,Ludhiana,41,0,2.2,14,299,Shaker 700ml,,33,27,3,3,33,6,3,3
SP-SHAK-71,Agra,45,0,1.3,14,299,Shaker 700ml,,9,8,11,8,8,8,11,8
SP-SHAK-72,Mumbai,59,30,2.4,14,₹999,Shaker 700ml,,18,15,19,15,21,13,13,19
SP-SHAK-72,Delhi,132,0,3.8,14,999,Shaker 700ml,2.2,28,26,28,23,31,28,25,31
SP-SHAK-72,Bengaluru,34,41,2.3,,₹999,Shaker 700ml,,18,20,13,18,18,14,15,20
SP-SHAK-72,Hyderabad,10,0,2.5,7,₹999,Shaker 700ml,2.0,20,21,15,18,18,15,22,19
SP-SHAK-72,Chennai,7,0,1.6,10,Rs. 999,Shaker 700ml,2.0,10,9,10,13,14,12,13,10
SP-SHAK-72,Kolkata,2,0,0.4,7,999,Shaker 700ml,2.0,3,3,2,2,3,3,3,3
SP-SHAK-72,Pune,6,0,3.6,7,999,Shaker 700ml,,20,30,20,26,26,31,24,24
SP-SHAK-72,Ahmedabad,79,0,2.4,10,₹999,Shaker 700ml,,21,17,19,15,18,20,15,16
SP-SHAK-72,Jaipur,2,0,4.3,7,999,Shaker 700ml,2.2,25,35,29,33,37,27,25,26
SP-SHAK-72,Lucknow,13,10,2.3,7,999,Shaker 700ml,,13,16,12,18,13,19,16,13
SP-SHAK-72,Surat,1,0,1.6,7,₹999,Shaker 700ml,,13,12,14,10,10,9,10,11
SP-SHAK-72,Indore,20,0,3.5,14,₹999,Shaker 700ml,,19,26,21,22,20,21,25,21
SP-SHAK-72,Nagpur,5,0,1.9,10,₹999,Shaker 700ml,2.0,11,15,13,14,13,14,15,17
SP-SHAK-72,Kochi,87,0,4.9,7,₹999,Shaker 700ml,2.2,28,42,32,41,39,28,38,40
SP-SHAK-72,Chandigarh, 16 ,0,1.2,7,₹999,Shaker 700ml,,9,9,7,7,8,10,9,6
SP-SHAK-72,Bhopal,101,0,5.4,10,₹999,Shaker 700ml,2.0,83,83,7,68,83,7,83,15
SP-SHAK-72,Patna,15,0,0.6,10,Rs. 999,Shaker 700ml,,4,4,4,5,5,5,4,5
SP-SHAK-72,Vadodara,8,5,0.6,7,999,Shaker 700ml,,4,5,4,4,5,4,5,5
SP-SHAK-72,Ludhiana,19,14,2.3,7,999,Shaker 700ml,,19,14,17,17,18,20,17,17
SP-SHAK-72,Agra,255,0,5.9,14,999.00,Shaker 700ml,,49,31,48,50,50,33,43,32
SP-SHAK-73,Mumbai,55,0,4.8,7,"Rs. 1,899",Shaker 700ml,,39,26,26,29,28,37,27,37
SP-SHAK-73,Delhi,59,0,4.6,14,"₹1,899",Shaker 700ml,2.0,38,35,39,35,34,27,32,28
SP-SHAK-73,Bengaluru,3,0,1.3,7,"Rs. 1,899",Shaker 700ml,,7,8,7,8,7,7,9,7
SP-SHAK-73,Hyderabad,2,0,5.1,10,"₹1,899",Shaker 700ml,,34,32,31,36,34,37,34,32
SP-SHAK-73,Chennai,51,0,3.5,14,N/A,Shaker 700ml,,19,30,31,20,29,24,23,30
SP-SHAK-73,Kolkata,49,16,2.2,7,"1,899.00",Shaker 700ml,,15,19,12,14,18,14,16,13
SP-SHAK-73,Pune,14,0,2.6,14,"Rs. 1,899",Shaker 700ml,,15,15,22,14,16,19,19,19
SP-SHAK-73,Ahmedabad,37,34,5.2,7,1899,Shaker 700ml,,41,33,34,45,28,35,44,35
SP-SHAK-73,Jaipur,104,47,3.6,10,1899,Shaker 700ml,,22,29,23,28,23,28,22,20
SP-SHAK-73,Lucknow,37,0,4.8,7,1899,Shaker 700ml,,33,39,41,35,26,32,41,31
SP-SHAK-73,Surat,110,50,5.5,7,"Rs. 1,899",Shaker 700ml,,35,30,33,35,36,46,31,30
SP-SHAK-73,Indore,57,0,,14,"1,899.00",Shaker 700ml,,19,18,16,22,20,23,25,17
SP-SHAK-73,Nagpur,47,69,5.1,14,1899,Shaker 700ml,,7,7,14,78,64,78,14,14
